employee_id,full_name,age,age_band,education_level,hire_date,exit_date,is_active,tenure_days,department,job_role,job_level,employment_type,base_salary_annual,store_id,manager_id,manager_name,manager_status
EMP004776,Amy Adams,28,25-34,Master's,2018-04-21,,True,2885,Fresh Produce,Produce Assistant,Entry,Contractor,33302.76,STR053,EMP004809,Lisa Wagner,Manager
EMP004777,Austin Horton,37,35-44,Some College,2021-05-25,,True,1755,Fresh Produce,Produce Assistant,Entry,Part-time,13203.59,STR047,EMP005337,Anthony Hodges,Manager
EMP004778,Elizabeth Jackson,31,25-34,High School,2012-10-05,2022-08-20,False,3606,Fresh Produce,Produce Assistant,Entry,Part-time,15046.91,STR148,EMP005303,Isaiah Terry,Senior Manager
EMP004779,Maureen Cross,28,25-34,Bachelor's,2019-10-27,,True,2331,Fresh Produce,Produce Clerk,Associate,Full-time,30893.98,STR059,EMP004636,Michael Jackson,Manager
EMP004780,Christopher Sanchez,35,35-44,Some College,2015-03-16,,True,4017,Fresh Produce,Produce Clerk,Associate,Part-time,18481.68,STR046,EMP004669,Richard Brewer,Manager
EMP004781,Mitchell Richardson,29,25-34,High School,2021-11-09,,True,1587,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,36022.8,STR056,EMP004809,Lisa Wagner,Manager
EMP004782,Kelsey Lewis,22,<25,Bachelor's,2021-01-27,,True,1873,Fresh Produce,Produce Assistant,Entry,Seasonal,9548.5,STR090,EMP005337,Anthony Hodges,Manager
EMP004783,Richard Miller,38,35-44,Some College,2017-06-16,,True,3194,Fresh Produce,Produce Assistant,Entry,Full-time,27555.5,STR066,EMP005303,Isaiah Terry,Senior Manager
EMP004784,Samantha Carter,33,25-34,Master's,2017-11-22,,True,3035,Fresh Produce,Produce Supervisor,Supervisor,Full-time,47244.5,STR078,EMP004636,Michael Jackson,Manager
EMP004785,Mrs. Heather Christensen,36,35-44,High School,2020-07-13,2023-08-01,False,1114,Fresh Produce,Senior Produce Clerk,Senior_Associate,Part-time,24756.55,STR005,EMP004669,Richard Brewer,Manager
EMP004786,Sharon Williams,26,25-34,Bachelor's,2019-02-08,2023-03-14,False,1495,Fresh Produce,Produce Assistant,Entry,Full-time,25768.67,STR024,EMP004809,Lisa Wagner,Manager
EMP004787,Daryl Lowe,47,45-54,High School,2012-01-04,,True,5184,Fresh Produce,Produce Clerk,Associate,Full-time,38510.86,STR095,EMP005337,Anthony Hodges,Manager
EMP004788,Michael Carter,49,45-54,Some College,2021-08-18,,True,1670,Fresh Produce,Produce Assistant,Entry,Part-time,18631.79,STR142,EMP005303,Isaiah Terry,Senior Manager
EMP004789,Susan Johnson,31,25-34,Master's,2020-07-15,,True,2069,Fresh Produce,Produce Assistant,Entry,Contractor,29622.53,STR125,EMP004636,Michael Jackson,Manager
EMP004790,James Jenkins,26,25-34,Some College,2019-07-21,,True,2429,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,39952.34,STR113,EMP004669,Richard Brewer,Manager
EMP004791,Dylan Johnston,21,<25,Master's,2021-05-30,,True,1750,Fresh Produce,Produce Assistant,Entry,Full-time,23068.01,STR066,EMP004809,Lisa Wagner,Manager
EMP004792,Kathy Hull,45,45-54,Bachelor's,2017-06-06,2022-07-21,False,1871,Fresh Produce,Produce Clerk,Associate,Seasonal,15776.33,STR027,EMP005337,Anthony Hodges,Manager
EMP004793,Monica Richardson,38,35-44,Bachelor's,2021-03-18,,True,1823,Fresh Produce,Produce Assistant,Entry,Part-time,13561.36,STR149,EMP005303,Isaiah Terry,Senior Manager
EMP004794,Kathryn White,31,25-34,High School,2019-06-12,,True,2468,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,39464.75,STR076,EMP004636,Michael Jackson,Manager
EMP004795,Mrs. Valerie Owens,31,25-34,High School,2019-06-19,,True,2461,Fresh Produce,Produce Assistant,Entry,Full-time,24980.66,STR044,EMP004669,Richard Brewer,Manager
EMP004796,Amy Watts,48,45-54,Bachelor's,2021-02-24,,True,1845,Fresh Produce,Produce Assistant,Entry,Part-time,15122.41,STR008,EMP004809,Lisa Wagner,Manager
EMP004797,Michael Brown,24,<25,High School,2020-05-15,,True,2130,Fresh Produce,Produce Assistant,Entry,Full-time,23642.87,STR075,EMP005337,Anthony Hodges,Manager
EMP004798,Cynthia Hendricks,25,25-34,High School,2021-11-15,2022-09-25,False,314,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,46747.42,STR090,EMP005303,Isaiah Terry,Senior Manager
EMP004799,Phillip Kelly,27,25-34,High School,2020-10-14,,True,1978,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,36837.47,STR147,EMP004636,Michael Jackson,Manager
EMP004800,Deanna Edwards,38,35-44,Master's,2015-05-26,,True,3946,Fresh Produce,Produce Clerk,Associate,Full-time,35618.88,STR033,EMP004669,Richard Brewer,Manager
EMP004801,Jennifer Walker,28,25-34,Bachelor's,2018-05-17,,True,2859,Fresh Produce,Produce Assistant,Entry,Full-time,23238.46,STR047,EMP004809,Lisa Wagner,Manager
EMP004802,Brian Davis,36,35-44,Bachelor's,2018-08-07,2021-02-15,False,923,Fresh Produce,Produce Clerk,Associate,Seasonal,11538.57,STR058,EMP005337,Anthony Hodges,Manager
EMP004803,Kelsey Griffith,46,45-54,High School,2021-02-01,,True,1868,Fresh Produce,Produce Assistant,Entry,Full-time,31094.3,STR082,EMP005303,Isaiah Terry,Senior Manager
EMP004804,Kimberly Obrien,31,25-34,Bachelor's,2017-02-14,2020-08-02,False,1265,Fresh Produce,Produce Assistant,Entry,Full-time,23901.29,STR108,EMP004636,Michael Jackson,Manager
EMP004805,Kevin Mccoy,31,25-34,High School,2020-10-17,,True,1975,Fresh Produce,Produce Assistant,Entry,Full-time,30212.5,STR016,EMP004669,Richard Brewer,Manager
EMP004806,Daniel Sullivan,37,35-44,Bachelor's,2018-05-07,,True,2869,Fresh Produce,Produce Clerk,Associate,Part-time,20721.34,STR131,EMP004809,Lisa Wagner,Manager
EMP004807,Darius Khan,24,<25,Master's,2018-05-31,,True,2845,Fresh Produce,Produce Clerk,Associate,Part-time,17360.57,STR084,EMP005337,Anthony Hodges,Manager
EMP004808,Miranda Huber,37,35-44,High School,2020-11-15,,True,1946,Fresh Produce,Produce Assistant,Entry,Part-time,18932.69,STR025,EMP005303,Isaiah Terry,Senior Manager
EMP004809,Lisa Wagner,53,45-54,High School,2017-02-04,,True,3326,Fresh Produce,Produce Manager,Manager,Full-time,62408.84,STR144,EMP005303,Isaiah Terry,Senior Manager
EMP004810,Erin Price,28,25-34,Bachelor's,2017-02-20,,True,3310,Fresh Produce,Produce Assistant,Entry,Part-time,18357.87,STR089,EMP004636,Michael Jackson,Manager
EMP004811,Jonathan Russell,45,45-54,Bachelor's,2014-02-21,,True,4405,Fresh Produce,Produce Assistant,Entry,Full-time,23688.1,STR145,EMP004669,Richard Brewer,Manager
EMP004812,Sharon Snow,31,25-34,High School,2019-12-03,,True,2294,Fresh Produce,Produce Assistant,Entry,Part-time,18323.66,STR044,EMP004809,Lisa Wagner,Manager
EMP004813,Cody Hoover,22,<25,Some College,2021-06-28,,True,1721,Fresh Produce,Produce Clerk,Associate,Full-time,28158.75,STR146,EMP005337,Anthony Hodges,Manager
EMP004814,Alyssa Rodriguez PhD,43,35-44,Bachelor's,2020-11-05,,True,1956,Fresh Produce,Produce Assistant,Entry,Full-time,27117.8,STR144,EMP004809,Lisa Wagner,Manager
EMP004815,Carl Harper,31,25-34,High School,2020-02-20,,True,2215,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,46541.64,STR010,EMP005303,Isaiah Terry,Senior Manager
EMP004816,Dana Bennett,39,35-44,Some College,2020-05-27,,True,2118,Fresh Produce,Produce Assistant,Entry,Part-time,18808.77,STR047,EMP004636,Michael Jackson,Manager
EMP004817,Michael Baker,22,<25,Bachelor's,2020-05-01,2021-04-08,False,342,Fresh Produce,Produce Assistant,Entry,Seasonal,12436.81,STR077,EMP004669,Richard Brewer,Manager
EMP004818,William Wilson,38,35-44,Some College,2020-12-10,,True,1921,Fresh Produce,Produce Assistant,Entry,Full-time,30196.25,STR116,EMP005337,Anthony Hodges,Manager
EMP004819,Jennifer Smith,32,25-34,High School,2020-05-07,,True,2138,Fresh Produce,Produce Assistant,Entry,Seasonal,12352.77,STR118,EMP005303,Isaiah Terry,Senior Manager
EMP004820,Cindy Richardson,32,25-34,High School,2021-12-30,,True,1536,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,37988.3,STR031,EMP004636,Michael Jackson,Manager
EMP004821,Brandi Brown,21,<25,High School,2021-01-23,,True,1877,Fresh Produce,Produce Clerk,Associate,Full-time,31410.21,STR016,EMP004669,Richard Brewer,Manager
EMP004822,Benjamin Martinez,37,35-44,High School,2021-03-13,,True,1828,Fresh Produce,Produce Assistant,Entry,Part-time,14933.81,STR054,EMP004809,Lisa Wagner,Manager
EMP004823,Patricia Mitchell,21,<25,Bachelor's,2021-01-26,,True,1874,Fresh Produce,Produce Assistant,Entry,Full-time,25770.54,STR142,EMP005337,Anthony Hodges,Manager
EMP004824,Courtney Sanders,38,35-44,Bachelor's,2020-11-18,2023-10-04,False,1050,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,40899.81,STR085,EMP005303,Isaiah Terry,Senior Manager
EMP004825,Ryan Willis,33,25-34,High School,2020-11-20,,True,1941,Fresh Produce,Produce Assistant,Entry,Full-time,27445.55,STR002,EMP004636,Michael Jackson,Manager
EMP004826,Jennifer Jackson,31,25-34,Some College,2017-10-15,2023-05-26,False,2049,Fresh Produce,Produce Assistant,Entry,Contractor,25958.68,STR033,EMP004669,Richard Brewer,Manager
EMP004827,Teresa Obrien,45,45-54,High School,2016-07-06,,True,3539,Fresh Produce,Produce Assistant,Entry,Part-time,17347.48,STR031,EMP004809,Lisa Wagner,Manager
EMP004828,Angel Hayes,22,<25,Bachelor's,2021-12-25,,True,1541,Fresh Produce,Produce Clerk,Associate,Full-time,30010.8,STR068,EMP005337,Anthony Hodges,Manager
EMP004829,Jason Davis,41,35-44,Bachelor's,2020-08-08,,True,2045,Fresh Produce,Produce Assistant,Entry,Full-time,25103.08,STR057,EMP005303,Isaiah Terry,Senior Manager
EMP004830,Melissa Mathews,32,25-34,PhD,2020-12-29,,True,1902,Fresh Produce,Produce Clerk,Associate,Full-time,34040.14,STR098,EMP004636,Michael Jackson,Manager
EMP004831,Joseph Russell,31,25-34,Some College,2021-03-15,,True,1826,Fresh Produce,Produce Assistant,Entry,Full-time,29964.41,STR061,EMP004669,Richard Brewer,Manager
EMP004832,Sandra Mccoy,42,35-44,High School,2021-07-25,,True,1694,Fresh Produce,Produce Assistant,Entry,Full-time,29394.69,STR028,EMP004809,Lisa Wagner,Manager
EMP004833,Gail Vasquez,32,25-34,High School,2020-05-30,2022-10-09,False,862,Fresh Produce,Produce Clerk,Associate,Part-time,21447.85,STR022,EMP005337,Anthony Hodges,Manager
EMP004834,Jeffrey Gibbs,26,25-34,Some College,2017-12-06,,True,3021,Fresh Produce,Produce Assistant,Entry,Part-time,14134.64,STR064,EMP005303,Isaiah Terry,Senior Manager
EMP004835,Michael Wilson,21,<25,Bachelor's,2021-01-14,,True,1886,Fresh Produce,Produce Clerk,Associate,Full-time,34564.54,STR048,EMP004636,Michael Jackson,Manager
EMP004836,Richard Smith,25,25-34,Bachelor's,2019-03-27,,True,2545,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,36311.7,STR050,EMP004669,Richard Brewer,Manager
EMP004837,Corey Mooney,37,35-44,High School,2021-03-31,,True,1810,Fresh Produce,Produce Assistant,Entry,Part-time,15464.18,STR100,EMP004809,Lisa Wagner,Manager
EMP004838,Christina Myers,32,25-34,Bachelor's,2021-08-20,,True,1668,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,41202.75,STR140,EMP005337,Anthony Hodges,Manager
EMP004839,Anita Pitts,22,<25,High School,2020-11-05,2023-04-27,False,903,Fresh Produce,Produce Clerk,Associate,Part-time,17086.64,STR018,EMP005303,Isaiah Terry,Senior Manager
EMP004840,Christian Bryant,26,25-34,High School,2016-11-23,,True,3399,Fresh Produce,Produce Assistant,Entry,Full-time,24739.88,STR044,EMP004636,Michael Jackson,Manager
EMP004841,Patrick Garcia,44,35-44,High School,2021-07-29,,True,1690,Fresh Produce,Produce Assistant,Entry,Part-time,18933.9,STR100,EMP004669,Richard Brewer,Manager
EMP004842,Daniel Merritt,33,25-34,High School,2019-01-17,,True,2614,Fresh Produce,Produce Assistant,Entry,Full-time,31536.33,STR108,EMP004809,Lisa Wagner,Manager
EMP004843,Robert Hicks,43,35-44,High School,2012-01-04,,True,5184,Fresh Produce,Produce Clerk,Associate,Seasonal,12891.17,STR108,EMP005337,Anthony Hodges,Manager
EMP004844,Kenneth Washington,31,25-34,High School,2021-12-04,2022-10-22,False,322,Fresh Produce,Produce Assistant,Entry,Full-time,22431.0,STR095,EMP005303,Isaiah Terry,Senior Manager
EMP004845,Jessica Hoffman,24,<25,Master's,2020-04-27,,True,2148,Fresh Produce,Produce Assistant,Entry,Part-time,14274.57,STR047,EMP004636,Michael Jackson,Manager
EMP004846,Lisa Riggs,28,25-34,High School,2020-06-21,2022-12-03,False,895,Fresh Produce,Produce Assistant,Entry,Full-time,25922.18,STR017,EMP004669,Richard Brewer,Manager
EMP004847,Donna Mccarty,32,25-34,Some College,2020-07-10,,True,2074,Fresh Produce,Produce Clerk,Associate,Full-time,39373.36,STR074,EMP004809,Lisa Wagner,Manager
EMP004848,Eric Spencer,32,25-34,High School,2020-08-22,,True,2031,Fresh Produce,Produce Clerk,Associate,Full-time,29694.39,STR080,EMP005337,Anthony Hodges,Manager
EMP004849,Victoria Deleon,45,45-54,Some College,2021-02-17,2022-04-05,False,412,Fresh Produce,Produce Assistant,Entry,Part-time,17781.1,STR064,EMP005303,Isaiah Terry,Senior Manager
EMP004850,David Roy,33,25-34,High School,2012-01-04,2014-10-21,False,1021,Fresh Produce,Produce Clerk,Associate,Part-time,17582.51,STR098,EMP004636,Michael Jackson,Manager
EMP004851,Nancy Rice,40,35-44,Bachelor's,2020-03-13,,True,2193,Fresh Produce,Produce Assistant,Entry,Seasonal,12725.03,STR135,EMP004669,Richard Brewer,Manager
EMP004852,Daniel Brewer,32,25-34,Master's,2019-10-09,,True,2349,Fresh Produce,Produce Assistant,Entry,Full-time,25816.16,STR137,EMP004809,Lisa Wagner,Manager
EMP004853,Becky Garcia,37,35-44,Bachelor's,2021-11-12,,True,1584,Fresh Produce,Produce Assistant,Entry,Part-time,17851.41,STR036,EMP005337,Anthony Hodges,Manager
EMP004854,Michael Smith,21,<25,Master's,2021-10-03,,True,1624,Fresh Produce,Produce Assistant,Entry,Full-time,25425.91,STR081,EMP005303,Isaiah Terry,Senior Manager
EMP004855,Katie Kaiser,34,25-34,Master's,2016-04-11,,True,3625,Fresh Produce,Produce Clerk,Associate,Part-time,21319.22,STR079,EMP004636,Michael Jackson,Manager
EMP004856,Amy Roberts,25,25-34,Bachelor's,2019-11-27,,True,2300,Fresh Produce,Produce Clerk,Associate,Full-time,30304.19,STR147,EMP004669,Richard Brewer,Manager
EMP004857,Taylor Espinoza,25,25-34,Bachelor's,2019-02-19,,True,2581,Fresh Produce,Produce Clerk,Associate,Full-time,29752.25,STR106,EMP004809,Lisa Wagner,Manager
EMP004858,David Aguirre,41,35-44,Bachelor's,2020-07-19,,True,2065,Fresh Produce,Produce Assistant,Entry,Full-time,31380.64,STR015,EMP005337,Anthony Hodges,Manager
EMP004859,Kyle Armstrong,35,35-44,High School,2018-09-13,,True,2740,Fresh Produce,Produce Assistant,Entry,Full-time,31176.47,STR115,EMP005303,Isaiah Terry,Senior Manager
EMP004860,Jennifer Weber,45,45-54,High School,2018-04-12,,True,2894,Fresh Produce,Produce Clerk,Associate,Full-time,38649.63,STR047,EMP004636,Michael Jackson,Manager
EMP004861,Sheila Douglas,47,45-54,Bachelor's,2021-02-16,2023-07-04,False,868,Fresh Produce,Produce Clerk,Associate,Full-time,35505.2,STR005,EMP004669,Richard Brewer,Manager
EMP004862,Maria Malone,38,35-44,Bachelor's,2019-11-17,2022-07-20,False,976,Fresh Produce,Produce Assistant,Entry,Seasonal,12033.07,STR136,EMP004809,Lisa Wagner,Manager
EMP004863,Megan Juarez,30,25-34,Bachelor's,2019-04-30,,True,2511,Fresh Produce,Produce Assistant,Entry,Full-time,22690.37,STR103,EMP005337,Anthony Hodges,Manager
EMP004864,Ann Boyd,32,25-34,High School,2021-05-07,,True,1773,Fresh Produce,Produce Clerk,Associate,Full-time,32017.47,STR144,EMP004809,Lisa Wagner,Manager
EMP004865,Richard Riley,48,45-54,High School,2019-11-08,,True,2319,Fresh Produce,Produce Assistant,Entry,Full-time,25137.03,STR071,EMP005337,Anthony Hodges,Manager
EMP004866,Laura Thomas,24,<25,High School,2021-10-04,,True,1623,Fresh Produce,Produce Assistant,Entry,Part-time,17013.87,STR104,EMP005303,Isaiah Terry,Senior Manager
EMP004867,Elizabeth Barton,30,25-34,Some College,2020-11-26,,True,1935,Fresh Produce,Produce Clerk,Associate,Full-time,32271.49,STR130,EMP004636,Michael Jackson,Manager
EMP004868,Laura Sparks,31,25-34,Master's,2017-01-28,,True,3333,Fresh Produce,Produce Assistant,Entry,Full-time,23485.07,STR033,EMP004669,Richard Brewer,Manager
EMP004869,Tiffany Zamora,44,35-44,Some College,2012-01-04,,True,5184,Fresh Produce,Produce Assistant,Entry,Full-time,27964.67,STR074,EMP005303,Isaiah Terry,Senior Manager
EMP004870,Ryan Roman,31,25-34,Some College,2012-01-04,,True,5184,Fresh Produce,Produce Clerk,Associate,Full-time,37772.61,STR149,EMP004636,Michael Jackson,Manager
EMP004871,Richard Parsons,32,25-34,High School,2019-10-23,,True,2335,Fresh Produce,Produce Clerk,Associate,Full-time,32585.48,STR142,EMP004669,Richard Brewer,Manager
EMP004872,Justin Yu,25,25-34,High School,2021-03-23,,True,1818,Fresh Produce,Produce Assistant,Entry,Full-time,23322.69,STR131,EMP004809,Lisa Wagner,Manager
EMP004873,Marcus Johnson,51,45-54,Bachelor's,2015-05-23,,True,3949,Fresh Produce,Produce Assistant,Entry,Full-time,23966.88,STR011,EMP005337,Anthony Hodges,Manager
EMP004874,Brittney Bowman,21,<25,High School,2021-08-14,,True,1674,Fresh Produce,Produce Assistant,Entry,Full-time,24374.83,STR073,EMP005303,Isaiah Terry,Senior Manager
EMP004875,Jason Snow,33,25-34,High School,2020-07-20,,True,2064,Fresh Produce,Produce Assistant,Entry,Full-time,24998.98,STR005,EMP004636,Michael Jackson,Manager
EMP004876,Carrie Lewis,23,<25,High School,2021-05-18,,True,1762,Fresh Produce,Produce Assistant,Entry,Full-time,28427.95,STR040,EMP004669,Richard Brewer,Manager
EMP004877,Wendy Perez,34,25-34,Bachelor's,2021-03-31,,True,1810,Fresh Produce,Produce Clerk,Associate,Full-time,35211.35,STR009,EMP004809,Lisa Wagner,Manager
EMP004878,Erika Bates,42,35-44,High School,2017-02-25,2020-03-02,False,1101,Fresh Produce,Produce Assistant,Entry,Part-time,17376.48,STR098,EMP005337,Anthony Hodges,Manager
EMP004879,Marie Roach,34,25-34,Master's,2021-11-23,,True,1573,Fresh Produce,Produce Clerk,Associate,Full-time,32350.02,STR124,EMP005303,Isaiah Terry,Senior Manager
EMP004880,Mary Hoffman,21,<25,High School,2021-01-02,2022-01-17,False,380,Fresh Produce,Produce Assistant,Entry,Part-time,18143.99,STR050,EMP004636,Michael Jackson,Manager
EMP004881,Robert Mitchell,22,<25,Bachelor's,2020-08-23,,True,2030,Fresh Produce,Produce Assistant,Entry,Full-time,24040.88,STR116,EMP004669,Richard Brewer,Manager
EMP004882,Gregory Russell,28,25-34,Bachelor's,2017-10-22,,True,3066,Fresh Produce,Produce Assistant,Entry,Full-time,26690.41,STR149,EMP004809,Lisa Wagner,Manager
EMP004883,Vicki Barrera,43,35-44,Bachelor's,2019-08-20,,True,2399,Fresh Produce,Produce Clerk,Associate,Full-time,37611.26,STR111,EMP005337,Anthony Hodges,Manager
EMP004884,Jessica Johnson,36,35-44,High School,2017-12-10,,True,3017,Fresh Produce,Produce Clerk,Associate,Full-time,30161.9,STR069,EMP005303,Isaiah Terry,Senior Manager
EMP004885,Rachel Sullivan,35,35-44,Some College,2018-08-13,,True,2771,Fresh Produce,Produce Clerk,Associate,Full-time,29318.36,STR080,EMP004636,Michael Jackson,Manager
EMP004886,Kimberly Thomas,38,35-44,Bachelor's,2020-09-11,,True,2011,Fresh Produce,Produce Clerk,Associate,Full-time,38604.21,STR018,EMP004669,Richard Brewer,Manager
EMP004887,Anna Pierce,30,25-34,Bachelor's,2021-10-22,,True,1605,Fresh Produce,Produce Clerk,Associate,Full-time,32115.16,STR128,EMP004809,Lisa Wagner,Manager
EMP004888,Haley Mccoy,34,25-34,Some College,2019-06-21,,True,2459,Fresh Produce,Produce Assistant,Entry,Full-time,28838.7,STR131,EMP005337,Anthony Hodges,Manager
EMP004889,Claire Hoffman,29,25-34,Master's,2021-07-19,2023-02-09,False,570,Fresh Produce,Produce Assistant,Entry,Full-time,22253.49,STR034,EMP005303,Isaiah Terry,Senior Manager
EMP004890,Annette Rivas,25,25-34,High School,2021-11-07,,True,1589,Fresh Produce,Produce Assistant,Entry,Full-time,28900.47,STR041,EMP004636,Michael Jackson,Manager
EMP004891,Pamela Aguirre,31,25-34,Some College,2021-02-06,,True,1863,Fresh Produce,Produce Clerk,Associate,Full-time,31793.22,STR088,EMP004669,Richard Brewer,Manager
EMP004892,George Bradshaw,47,45-54,Bachelor's,2020-09-12,,True,2010,Fresh Produce,Produce Assistant,Entry,Part-time,13534.45,STR137,EMP004809,Lisa Wagner,Manager
EMP004893,Ryan Waters,25,25-34,Bachelor's,2021-11-12,,True,1584,Fresh Produce,Produce Assistant,Entry,Full-time,28098.13,STR113,EMP005337,Anthony Hodges,Manager
EMP004894,Chase Matthews,27,25-34,Master's,2019-08-02,,True,2417,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,38612.06,STR096,EMP004636,Michael Jackson,Manager
EMP004895,Sarah Nelson,37,35-44,High School,2018-05-08,2023-12-19,False,2051,Fresh Produce,Produce Clerk,Associate,Full-time,32641.69,STR038,EMP005303,Isaiah Terry,Senior Manager
EMP004896,Sarah Wall,31,25-34,Some College,2020-12-22,2023-10-23,False,1035,Fresh Produce,Produce Clerk,Associate,Full-time,28966.97,STR069,EMP004669,Richard Brewer,Manager
EMP004897,Paul Smith,22,<25,High School,2020-03-29,,True,2177,Fresh Produce,Produce Assistant,Entry,Full-time,23471.63,STR069,EMP004809,Lisa Wagner,Manager
EMP004898,Kayla Burke,22,<25,Some College,2020-05-10,,True,2135,Fresh Produce,Produce Assistant,Entry,Full-time,24979.77,STR014,EMP005337,Anthony Hodges,Manager
EMP004899,Jean Murillo,38,35-44,Bachelor's,2021-12-26,,True,1540,Fresh Produce,Produce Clerk,Associate,Full-time,29077.11,STR076,EMP005303,Isaiah Terry,Senior Manager
EMP004900,William Hughes,26,25-34,High School,2020-05-03,,True,2142,Fresh Produce,Produce Assistant,Entry,Full-time,31108.26,STR145,EMP004636,Michael Jackson,Manager
EMP004901,Brad Lee,35,35-44,High School,2019-05-20,,True,2491,Fresh Produce,Produce Assistant,Entry,Full-time,22060.47,STR015,EMP004669,Richard Brewer,Manager
EMP004902,Samantha Morrow,22,<25,High School,2020-02-05,2022-11-05,False,1004,Fresh Produce,Produce Assistant,Entry,Seasonal,10735.44,STR096,EMP004636,Michael Jackson,Manager
EMP004903,Tony Brooks,22,<25,High School,2020-06-11,,True,2103,Fresh Produce,Produce Assistant,Entry,Part-time,13939.48,STR026,EMP004809,Lisa Wagner,Manager
EMP004904,Matthew Miller,30,25-34,High School,2021-03-16,,True,1825,Fresh Produce,Produce Assistant,Entry,Full-time,25076.79,STR136,EMP005337,Anthony Hodges,Manager
EMP004905,Angel Rojas,33,25-34,Some College,2018-12-12,,True,2650,Fresh Produce,Produce Assistant,Entry,Full-time,31260.6,STR150,EMP005303,Isaiah Terry,Senior Manager
EMP004906,Jason Thompson,33,25-34,Some College,2016-08-02,,True,3512,Fresh Produce,Produce Assistant,Entry,Seasonal,9446.78,STR135,EMP004669,Richard Brewer,Manager
EMP004907,Christina Aguilar,22,<25,High School,2020-08-03,,True,2050,Fresh Produce,Produce Assistant,Entry,Full-time,31658.32,STR016,EMP004809,Lisa Wagner,Manager
EMP004908,Jason Thomas,29,25-34,Master's,2021-02-20,,True,1849,Fresh Produce,Produce Assistant,Entry,Full-time,24057.94,STR045,EMP005337,Anthony Hodges,Manager
EMP004909,Connie Ramirez,43,35-44,Some College,2020-07-04,,True,2080,Fresh Produce,Produce Assistant,Entry,Full-time,29415.66,STR136,EMP005303,Isaiah Terry,Senior Manager
EMP004910,Jon Ramos,26,25-34,Some College,2018-08-15,,True,2769,Fresh Produce,Produce Clerk,Associate,Full-time,34560.13,STR102,EMP004636,Michael Jackson,Manager
EMP004911,Christopher Klein,38,35-44,Some College,2012-01-04,,True,5184,Fresh Produce,Produce Assistant,Entry,Part-time,18506.87,STR043,EMP004669,Richard Brewer,Manager
EMP004912,Charles Powell,28,25-34,Some College,2021-11-01,,True,1595,Fresh Produce,Produce Assistant,Entry,Part-time,16523.96,STR087,EMP004809,Lisa Wagner,Manager
EMP004913,Megan Carlson,28,25-34,High School,2019-08-14,2021-12-26,False,865,Fresh Produce,Senior Produce Clerk,Senior_Associate,Full-time,43018.39,STR137,EMP005337,Anthony Hodges,Manager
EMP004914,Justin Davis,30,25-34,High School,2016-05-24,,True,3582,Fresh Produce,Produce Clerk,Associate,Full-time,30345.5,STR093,EMP005303,Isaiah Terry,Senior Manager
EMP004915,Molly Mckenzie,21,<25,Bachelor's,2021-05-29,,True,1751,Fresh Produce,Produce Clerk,Associate,Full-time,29994.75,STR145,EMP004636,Michael Jackson,Manager
EMP004916,Tammy Hendrix,22,<25,Bachelor's,2020-06-23,,True,2091,Fresh Produce,Produce Supervisor,Supervisor,Full-time,58496.8,STR048,EMP004669,Richard Brewer,Manager
EMP004917,Tara Jones,22,<25,PhD,2020-02-26,,True,2209,Fresh Produce,Produce Assistant,Entry,Full-time,25278.38,STR017,EMP004809,Lisa Wagner,Manager
EMP004918,Alison Zuniga,27,25-34,Some College,2021-03-27,,True,1814,Fresh Produce,Produce Clerk,Associate,Part-time,19478.99,STR044,EMP005337,Anthony Hodges,Manager
EMP004919,Deborah Waller,21,<25,Bachelor's,2021-05-13,,True,1767,Fresh Produce,Produce Assistant,Entry,Seasonal,11839.29,STR093,EMP005303,Isaiah Terry,Senior Manager
EMP004920,Jesse Davis,36,35-44,High School,2020-01-25,2022-09-19,False,968,Fresh Produce,Produce Assistant,Entry,Part-time,15232.94,STR036,EMP004636,Michael Jackson,Manager
EMP004921,Timothy Howard,25,25-34,Bachelor's,2017-07-24,,True,3156,Fresh Produce,Produce Assistant,Entry,Full-time,31520.62,STR140,EMP004669,Richard Brewer,Manager
EMP004922,Christina Moon,25,25-34,PhD,2017-09-16,,True,3102,Fresh Produce,Produce Assistant,Entry,Full-time,29379.28,STR127,EMP004809,Lisa Wagner,Manager
EMP004923,John Ho,25,25-34,Bachelor's,2021-07-12,,True,1707,Fresh Produce,Produce Assistant,Entry,Full-time,27974.29,STR114,EMP005337,Anthony Hodges,Manager
EMP004924,Daniel Ferrell,44,35-44,Some College,2020-11-19,,True,1942,Fresh Produce,Produce Assistant,Entry,Full-time,30808.95,STR041,EMP005303,Isaiah Terry,Senior Manager
EMP004925,Megan Miller,36,35-44,High School,2016-07-28,2021-04-03,False,1710,Fresh Produce,Produce Assistant,Entry,Seasonal,8998.42,STR127,EMP004636,Michael Jackson,Manager
